id,text,true_label,distilbert_pred,distilbert_confidence,distilbert_prob_label_1,distilbert_correct,text_length_words,text_length_chars,has_negation
206,"an artful , intelligent film that stays within the confines of a well-established genre . ",1,1,0.9997904896736145,0.9997904896736145,1,15,90,0
207,"smart , provocative and blisteringly funny . ",1,1,0.9998835325241089,0.9998835325241089,1,7,45,0
208,"and the lesson , in the end , is nothing new . ",0,0,0.9992825388908386,0.0007175352075137198,1,12,47,1
209,"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,0,0.9976149797439575,0.002385099185630679,1,25,122,1
210,"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",1,1,0.9993093013763428,0.9993093013763428,1,37,171,1
211,to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0,0,0.9130048155784607,0.08699516206979752,1,23,101,0
212,"the entire movie is about a boring , sad man being boring and sad . ",0,0,0.9988806843757629,0.0011192875681445003,1,15,68,0
213,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,1,0.9631043672561646,0.9631043672561646,0,23,144,1
214,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0,0,0.9990384578704834,0.0009615316521376371,1,35,185,1
215,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,1,0.9845065474510193,0.9845065474510193,1,30,159,0
216,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,1,0.9947775602340698,0.9947775602340698,1,28,154,0
217,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,0,0.9979313611984253,0.002068659057840705,1,31,163,0
218,"all that 's missing is the spontaneity , originality and delight . ",0,1,0.9371486902236938,0.9371486902236938,0,12,67,0
219,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,1,0.9993730187416077,0.9993730187416077,1,30,150,0
220,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,1,0.9952131509780884,0.9952131509780884,1,19,126,0
221,my reaction in a word : disappointment . ,0,0,0.999586284160614,0.0004137669166084379,1,8,41,0
222,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,1,0.9987543821334839,0.9987543821334839,1,28,168,1
223,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,1,0.99870765209198,0.99870765209198,1,17,97,1
224,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,1,0.9997158646583557,0.9997158646583557,1,27,130,1
225,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,1,0.9995242357254028,0.9995242357254028,1,21,128,0
226,"of course , by more objective measurements it 's still quite bad . ",0,0,0.9996447563171387,0.0003552274138201028,1,13,67,0
227,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,1,0.9998624324798584,0.9998624324798584,1,19,97,0
228,it provides an honest look at a community striving to anchor itself in new grounds . ,1,1,0.9998364448547363,0.9998364448547363,1,16,85,0
229,this movie seems to have been written using mad-libs . ,0,0,0.9993067979812622,0.0006931576645001769,1,10,55,0
230,reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,0,0.9651167988777161,0.034883175045251846,0,20,93,0
231,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,1,0.9997782111167908,0.9997782111167908,1,30,190,0
232,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,0,0.9988223910331726,0.001177632948383689,1,37,183,1
233,i 'd have to say the star and director are the big problems here . ,0,0,0.9990007281303406,0.0009993260027840734,1,15,67,0
234,affleck and jackson are good sparring partners . ,1,1,0.9997931122779846,0.9997931122779846,1,8,49,0
235,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,1,0.9970197081565857,0.9970197081565857,1,34,156,1
236,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,1,0.9984198808670044,0.9984198808670044,1,25,150,1
237,a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,0,0.999269425868988,0.0007306300685741007,1,13,71,1
238,"an occasionally funny , but overall limp , fish-out-of-water story . ",0,0,0.9992015957832336,0.0007984107360243797,1,11,69,1
239,brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,1,0.9998458623886108,0.9998458623886108,1,16,106,0
240,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,1,0.9984574317932129,0.9984574317932129,1,16,103,0
241,it appears that something has been lost in the translation to the screen . ,0,0,0.9993415474891663,0.0006584909278899431,1,14,75,0
242,it all feels like a monty python sketch gone horribly wrong . ,0,0,0.9995319843292236,0.0004680752463173121,1,12,62,0
243,the film tunes into a grief that could lead a man across centuries . ,1,1,0.907198429107666,0.907198429107666,1,14,69,0
244,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,1,0.9998726844787598,0.9998726844787598,1,27,171,0
245,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,1,0.9981635212898254,0.9981635212898254,1,25,114,0
246,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,1,0.9997726082801819,0.9997726082801819,1,30,167,0
247,"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,0,0.9993941783905029,0.0006058028666302562,1,33,181,0
248,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,0,0.9965848922729492,0.003415097249671817,0,22,126,1
249,huston nails both the glad-handing and the choking sense of hollow despair . ,1,1,0.9858561754226685,0.9858561754226685,1,13,77,0
250,one of the more intelligent children 's movies to hit theaters this year . ,1,1,0.9996341466903687,0.9996341466903687,1,14,75,0
251,the film tries too hard to be funny and tries too hard to be hip . ,0,0,0.9985703229904175,0.0014296377776190639,1,16,67,0
252,blanchett 's performance confirms her power once again . ,1,1,0.9998027682304382,0.9998027682304382,1,9,57,0
253,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,0,0.6521034240722656,0.34789660573005676,1,28,127,0
254,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,0,0.9994590878486633,0.000540970591828227,1,19,111,0
255,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,0,0.9989053010940552,0.0010946962283924222,1,21,108,1
256,rarely has so much money delivered so little entertainment . ,0,0,0.9951468110084534,0.004853192251175642,1,10,61,0
257,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,0,0.9975975155830383,0.0024024383164942265,1,19,106,1
258,`` the time machine '' is a movie that has no interest in itself . ,0,0,0.9995917677879333,0.0004081872757524252,1,15,67,1
259,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,1,0.9996440410614014,0.9996440410614014,1,25,131,0
260,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,0,0.9931620359420776,0.006838020868599415,1,25,100,1
261,"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,1,0.9997993111610413,0.9997993111610413,1,21,101,1
262,"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,0,0.9993709921836853,0.0006290453602559865,1,38,196,0
263,"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,1,0.9998290538787842,0.9998290538787842,1,13,73,0
264,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,0,0.9993240833282471,0.0006759813404642045,1,18,80,1
265,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,0,0.9991907477378845,0.0008092090138234198,1,27,122,0
266,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,0,0.9957261085510254,0.0042738779447972775,0,30,179,1
267,"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,0,0.9363993406295776,0.06360062211751938,1,17,91,0
268,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,0,0.9995649456977844,0.000435059133451432,1,24,116,1
269,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,0,0.998391330242157,0.0016086548566818237,1,20,126,1
270,dense with characters and contains some thrilling moments . ,1,1,0.9998667240142822,0.9998667240142822,1,9,60,0
271,as unseemly as its title suggests . ,1,0,0.9942864775657654,0.005713551305234432,0,7,36,0
272,it 's like watching a nightmare made flesh . ,0,0,0.9989294409751892,0.0010705700842663646,1,9,45,0
273,"minority report is exactly what the title indicates , a report . ",1,0,0.9738965034484863,0.02610347792506218,0,12,65,1
274,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,0,0.5973141193389893,0.40268582105636597,1,40,202,0
275,"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,1,0.9998856782913208,0.9998856782913208,1,13,80,0
276,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,1,0.9980734586715698,0.9980734586715698,1,24,133,0
277,"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,1,0.9998106360435486,0.9998106360435486,1,23,112,0
278,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,0,0.9991148114204407,0.0008851408492773771,1,15,92,0
279,... with `` the bourne identity '' we return to the more traditional action genre . ,1,1,0.9948541522026062,0.9948541522026062,1,16,84,0
280,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,1,0.9997215867042542,0.9997215867042542,1,26,144,1
281,chokes on its own depiction of upper-crust decorum . ,0,0,0.9992502331733704,0.00074970000423491,1,9,53,0
282,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,0,0.9955578446388245,0.00444214791059494,0,29,166,0
283,a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,1,0.9998542070388794,0.9998542070388794,1,14,84,0
284,directed in a paint-by-numbers manner . ,0,0,0.9963945746421814,0.003605407662689686,1,6,40,0
285,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,0,0.5406174063682556,0.4593825936317444,1,15,105,0
286,"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,1,0.9997708201408386,0.9997708201408386,1,18,86,0
287,"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,1,0.9996182918548584,0.9996182918548584,1,39,184,0
288,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,1,0.9998248219490051,0.9998248219490051,1,32,191,0
289,cool ? ,1,1,0.9947097301483154,0.9947097301483154,1,2,7,0
290,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,1,0.9998372793197632,0.9998372793197632,1,16,91,0
291,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,0,0.9766538739204407,0.023346101865172386,1,28,146,1
292,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,1,0.9985308647155762,0.9985308647155762,0,31,170,0
293,"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,1,0.9994797110557556,0.9994797110557556,1,36,180,1
294,"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,1,0.9995844960212708,0.9995844960212708,1,37,194,0
295,jones ... does offer a brutal form of charisma . ,1,1,0.9987021684646606,0.9987021684646606,1,10,49,0
296,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,0,0.9991984963417053,0.0008015308412723243,1,29,165,0
297,travels a fascinating arc from hope and euphoria to reality and disillusionment . ,1,1,0.999393105506897,0.999393105506897,1,13,82,0
298,serving sara does n't serve up a whole lot of laughs . ,0,0,0.9991912245750427,0.0008087919559329748,1,12,55,1
299,"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,1,0.998681366443634,0.998681366443634,1,23,117,1
300,"fun , flip and terribly hip bit of cinematic entertainment . ",1,1,0.9998842477798462,0.9998842477798462,1,11,61,0
301,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0,1,0.9824250340461731,0.9824250340461731,0,33,218,1
302,the wild thornberrys movie is a jolly surprise . ,1,1,0.9998345375061035,0.9998345375061035,1,9,49,0
303,"entertains by providing good , lively company . ",1,1,0.9998953342437744,0.9998953342437744,1,8,48,0
304,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ",1,1,0.9997424483299255,0.9997424483299255,1,25,146,0
305,what was once original has been co-opted so frequently that it now seems pedestrian . ,0,0,0.9984875917434692,0.0015123960329219699,1,15,86,1
306,the story and structure are well-honed . ,1,1,0.9997369647026062,0.9997369647026062,1,7,41,0
307,"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ",1,1,0.9998181462287903,0.9998181462287903,1,20,127,0
308,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ,1,1,0.9986075758934021,0.9986075758934021,1,17,117,0
309,the second coming of harry potter is a film far superior to its predecessor . ,1,1,0.9995527863502502,0.9995527863502502,1,15,78,0
310,"if you can stomach the rough content , it 's worth checking out for the performances alone . ",1,1,0.9993718266487122,0.9993718266487122,1,18,93,0
311,"a warm , funny , engaging film . ",1,1,0.9998916387557983,0.9998916387557983,1,8,33,0
312,i 'll bet the video game is a lot more fun than the film . ,0,1,0.9961103796958923,0.9961103796958923,0,15,59,0
313,the best film about baseball to hit theaters since field of dreams . ,1,1,0.9998624324798584,0.9998624324798584,1,13,69,0
314,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,1,0.9998682737350464,0.9998682737350464,1,20,101,1
315,"complete lack of originality , cleverness or even visible effort ",0,0,0.9996703863143921,0.000329645728925243,1,10,65,0
316,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,1,0.9998568296432495,0.9998568296432495,1,19,112,1
317,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1,1,0.999872088432312,0.999872088432312,1,25,122,1
318,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0,0,0.9988621473312378,0.0011378477793186903,1,21,82,0
319,too much of it feels unfocused and underdeveloped . ,0,0,0.9996461868286133,0.0003538652672432363,1,9,52,0
320,a deep and meaningful film . ,1,1,0.9998898506164551,0.9998898506164551,1,6,29,0
321,but it could have been worse . ,0,0,0.9984379410743713,0.0015620071208104491,1,7,31,1
322,that 's pure pr hype . ,0,0,0.9906246066093445,0.009375369176268578,1,6,23,0
323,a painfully funny ode to bad behavior . ,1,1,0.9994250535964966,0.9994250535964966,1,8,40,0
324,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",1,0,0.8067871332168579,0.19321291148662567,0,30,164,0
325,"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ",1,1,0.9993749260902405,0.9993749260902405,1,21,115,0
326,a beguiling splash of pastel colors and prankish comedy from disney . ,1,1,0.9981714487075806,0.9981714487075806,1,12,70,0
327,"it proves quite compelling as an intense , brooding character study . ",1,1,0.9998377561569214,0.9998377561569214,1,12,70,0
328,an unwise amalgam of broadcast news and vibes . ,0,0,0.996369481086731,0.003630464430898428,1,9,48,0
329,"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",0,0,0.9996700286865234,0.0003300010284874588,1,19,107,1
330,and that leaves a hole in the center of the salton sea . ,0,0,0.9979701638221741,0.0020298354793339968,1,13,57,0
331,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,1,1,0.9996203184127808,0.9996203184127808,1,12,85,0
332,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,1,1,0.9970045685768127,0.9970045685768127,1,19,112,0
333,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",1,1,0.999601423740387,0.999601423740387,1,21,137,1
334,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ",1,1,0.9998168349266052,0.9998168349266052,1,46,242,0
335,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ",0,0,0.9979456067085266,0.002054417971521616,1,25,145,1
336,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ",1,1,0.9998550415039062,0.9998550415039062,1,29,162,0
337,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,0,0,0.9996179342269897,0.0003820461861323565,1,20,110,0
338,"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ",0,0,0.9953985810279846,0.004601451568305492,1,26,123,0
339,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,1,1,0.9994907379150391,0.9994907379150391,1,17,101,0
340,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",0,0,0.9992764592170715,0.0007235700613819063,1,24,136,1
341,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,1,1,0.9814499616622925,0.9814499616622925,1,23,122,0
342,"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ",0,0,0.9977105855941772,0.0022894202265888453,1,26,134,1
343,no way i can believe this load of junk . ,0,0,0.9993857145309448,0.0006142412312328815,1,10,41,1
344,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",1,1,0.9995835423469543,0.9995835423469543,1,16,85,0
345,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",1,1,0.9997720122337341,0.9997720122337341,1,36,185,1
346,"not only unfunny , but downright repellent . ",0,0,0.996806263923645,0.0031937866006046534,1,8,45,1
347,"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . ",0,0,0.999269425868988,0.0007306283223442733,1,20,120,1
348,just one bad idea after another . ,0,0,0.9994539618492126,0.0005460482789203525,1,7,34,1
349,... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,0,0,0.9989908337593079,0.0010091066360473633,1,24,133,0
350,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",0,0,0.997855007648468,0.0021449774503707886,1,25,144,0
351,"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ",1,1,0.9998101592063904,0.9998101592063904,1,25,134,0
352,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ",1,1,0.9997144341468811,0.9997144341468811,1,15,74,0
353,"for movie lovers as well as opera lovers , tosca is a real treat . ",1,1,0.9998173117637634,0.9998173117637634,1,15,67,0
354,"the film is quiet , threatening and unforgettable . ",1,1,0.9982360601425171,0.9982360601425171,1,9,52,0
355,there is no pleasure in watching a child suffer . ,0,0,0.9993324875831604,0.0006674773176200688,1,10,50,1
356,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ",0,1,0.9982825517654419,0.9982825517654419,0,26,141,1
357,stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,0,0,0.9978991746902466,0.002100786194205284,1,20,119,1
358,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,1,1,0.8419638872146606,0.8419638872146606,1,32,183,1
359,"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . ",1,1,0.9996600151062012,0.9996600151062012,1,22,139,0
360,` easily my choice for one of the year 's best films . ' ,1,1,0.999785840511322,0.999785840511322,1,14,57,0
361,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",0,0,0.9996854066848755,0.00031458245939575136,1,21,114,0
362,"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ",1,1,0.9992067217826843,0.9992067217826843,1,22,121,0
363,it 's a grab bag of genres that do n't add up to a whole lot of sense . ,0,0,0.9993470311164856,0.0006529072998091578,1,19,72,1
364,"instead of hiding pinocchio from critics , miramax should have hidden it from everyone . ",0,0,0.9964756369590759,0.003524308791384101,1,15,89,1
365,"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . ",0,0,0.99726402759552,0.0027359607629477978,1,19,116,0
366,"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . ",1,1,0.9998194575309753,0.9998194575309753,1,24,135,0
367,there has always been something likable about the marquis de sade . ,1,1,0.9990749359130859,0.9990749359130859,1,12,68,0
368,"the humor is forced and heavy-handed , and occasionally simply unpleasant . ",0,0,0.9987672567367554,0.0012327537406235933,1,12,76,0
369,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ",1,1,0.9992755055427551,0.9992755055427551,1,20,150,1
370,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ",0,0,0.9994007349014282,0.0005993035738356411,1,25,148,0
371,"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . ",1,1,0.994541585445404,0.994541585445404,1,22,116,0
372,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system . ",1,1,0.9981928467750549,0.9981928467750549,1,37,206,0
373,not since freddy got fingered has a major release been so painful to sit through . ,0,0,0.9986416697502136,0.00135832279920578,1,16,83,1
374,"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ",0,0,0.9994173049926758,0.0005826664855703712,1,24,114,1
375,we have n't seen such hilarity since say it is n't so ! ,1,0,0.502000629901886,0.4979993402957916,0,13,56,1
376,to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be . ,0,0,0.9994526505470276,0.0005473631317727268,1,23,126,0
377,nothing is sacred in this gut-buster . ,0,0,0.989774227142334,0.010225691832602024,1,7,39,1
378,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",0,0,0.9994953870773315,0.0005046136793680489,1,32,185,0
379,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0,0,0.9933843016624451,0.006615693215280771,1,17,85,1
380,"at its worst , it implodes in a series of very bad special effects . ",0,0,0.9997015595436096,0.0002984523307532072,1,15,69,0
381,"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ",1,1,0.9994186162948608,0.9994186162948608,1,26,152,0
382,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,0,0,0.9744711518287659,0.025528928264975548,1,15,82,1
383,"a warm but realistic meditation on friendship , family and affection . ",1,1,0.9998823404312134,0.9998823404312134,1,12,71,1
384,"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",0,0,0.9988742470741272,0.001125766197219491,1,40,205,1
385,"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ",0,1,0.9276179671287537,0.9276179671287537,0,32,164,0
386,it 's a remarkably solid and subtly satirical tour de force . ,1,1,0.9998828172683716,0.9998828172683716,1,12,62,0
387,director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,1,1,0.999821126461029,0.999821126461029,1,14,84,0
388,when leguizamo finally plugged an irritating character late in the movie . ,0,0,0.9989436268806458,0.0010563406394794583,1,12,75,0
389,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ",1,1,0.9955223798751831,0.9955223798751831,1,14,85,0
390,"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . ",0,0,0.9996415376663208,0.00035849199048243463,1,14,93,0
391,... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0,0,0.9993556141853333,0.0006443902384489775,1,23,143,1
392,"an overemphatic , would-be wacky , ultimately tedious sex farce . ",0,0,0.9993276596069336,0.0006723559927195311,1,11,66,0
393,it all adds up to good fun . ,1,1,0.9998917579650879,0.9998917579650879,1,8,29,0
394,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . ",1,1,0.998593270778656,0.998593270778656,1,41,199,1
395,another in-your-face wallow in the lower depths made by people who have never sung those blues . ,0,1,0.9838771224021912,0.9838771224021912,0,17,97,1
396,"a very well-made , funny and entertaining picture . ",1,1,0.9998949766159058,0.9998949766159058,1,9,52,0
397,"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children . ",1,1,0.9998475313186646,0.9998475313186646,1,24,111,0
398,"despite its title , punch-drunk love is never heavy-handed . ",1,1,0.9995524287223816,0.9995524287223816,1,10,61,1
399,"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . ",0,1,0.9946390986442566,0.9946390986442566,0,18,110,1
400,it 's refreshing to see a girl-power movie that does n't feel it has to prove anything . ,1,1,0.9957582354545593,0.9957582354545593,1,18,89,1
401,"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine ",1,1,0.9983566403388977,0.9983566403388977,1,28,159,1
402,"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . ",0,0,0.9985877275466919,0.0014123545261099935,1,24,128,1
403,as vulgar as it is banal . ,0,0,0.9995229244232178,0.0004771406820509583,1,7,27,0
404,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,1,1,0.9997983574867249,0.9997983574867249,1,17,107,1
405,"outer-space buffs might love this film , but others will find its pleasures intermittent . ",0,1,0.8892093300819397,0.8892093300819397,0,15,91,1
406,"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy . ",1,1,0.9952319264411926,0.9952319264411926,1,32,174,1
407,more whiny downer than corruscating commentary . ,0,0,0.9990782737731934,0.0009216610342264175,1,7,49,0
408,"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0,0,0.9967297315597534,0.003270317567512393,1,27,137,0
409,"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0,0,0.9997145533561707,0.0002853707119356841,1,18,118,1
