id,text,true_label,bert_pred,bert_confidence,bert_prob_label_1,bert_correct,text_length_words,text_length_chars,has_negation
206,"an artful , intelligent film that stays within the confines of a well-established genre . ",1,1,0.9997832179069519,0.9997832179069519,1,15,90,0
207,"smart , provocative and blisteringly funny . ",1,1,0.9998086094856262,0.9998086094856262,1,7,45,0
208,"and the lesson , in the end , is nothing new . ",0,0,0.9950575828552246,0.004942483734339476,1,12,47,1
209,"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0,0,0.9954531192779541,0.004546841606497765,1,25,122,1
210,"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ",1,1,0.9997370839118958,0.9997370839118958,1,37,171,1
211,to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0,0,0.9777550101280212,0.022245047613978386,1,23,101,0
212,"the entire movie is about a boring , sad man being boring and sad . ",0,0,0.997905969619751,0.002094085793942213,1,15,68,0
213,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",0,0,0.9706538319587708,0.029346125200390816,1,23,144,1
214,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ",0,0,0.999245285987854,0.0007547904388047755,1,35,185,1
215,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ",1,1,0.99834144115448,0.99834144115448,1,30,159,0
216,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,1,1,0.9990610480308533,0.9990610480308533,1,28,154,0
217,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ",0,0,0.9913671612739563,0.008632808923721313,1,31,163,0
218,"all that 's missing is the spontaneity , originality and delight . ",0,1,0.9321473240852356,0.9321473240852356,0,12,67,0
219,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ",1,1,0.9990885257720947,0.9990885257720947,1,30,150,0
220,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,1,1,0.9740964770317078,0.9740964770317078,1,19,126,0
221,my reaction in a word : disappointment . ,0,0,0.9992062449455261,0.000793802144471556,1,8,41,0
222,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1,1,0.999264657497406,0.999264657497406,1,28,168,1
223,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ",1,1,0.9973976612091064,0.9973976612091064,1,17,97,1
224,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ",1,1,0.9992470741271973,0.9992470741271973,1,27,130,1
225,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",1,1,0.9995947480201721,0.9995947480201721,1,21,128,0
226,"of course , by more objective measurements it 's still quite bad . ",0,0,0.9992604851722717,0.0007394816493615508,1,13,67,0
227,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ",1,1,0.9997236132621765,0.9997236132621765,1,19,97,0
228,it provides an honest look at a community striving to anchor itself in new grounds . ,1,1,0.9996637105941772,0.9996637105941772,1,16,85,0
229,this movie seems to have been written using mad-libs . ,0,0,0.9964472651481628,0.00355272158049047,1,10,55,0
230,reign of fire looks as if it was made without much thought -- and is best watched that way . ,1,0,0.9978830218315125,0.0021170047111809254,0,20,93,0
231,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ",1,1,0.9997267127037048,0.9997267127037048,1,30,190,0
232,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ",0,0,0.9978221654891968,0.0021778284572064877,1,37,183,1
233,i 'd have to say the star and director are the big problems here . ,0,0,0.9944235682487488,0.005576481111347675,1,15,67,0
234,affleck and jackson are good sparring partners . ,1,1,0.9996944665908813,0.9996944665908813,1,8,49,0
235,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ",1,1,0.998891294002533,0.998891294002533,1,34,156,1
236,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,1,1,0.9990049004554749,0.9990049004554749,1,25,150,1
237,a by-the-numbers effort that wo n't do much to enhance the franchise . ,0,0,0.9990251064300537,0.0009748407755978405,1,13,71,1
238,"an occasionally funny , but overall limp , fish-out-of-water story . ",0,0,0.9989006519317627,0.001099316286854446,1,11,69,1
239,brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,1,1,0.999767005443573,0.999767005443573,1,16,106,0
240,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ",1,1,0.9990743398666382,0.9990743398666382,1,16,103,0
241,it appears that something has been lost in the translation to the screen . ,0,0,0.9990060925483704,0.0009939024457708001,1,14,75,0
242,it all feels like a monty python sketch gone horribly wrong . ,0,0,0.9993798732757568,0.0006201476790010929,1,12,62,0
243,the film tunes into a grief that could lead a man across centuries . ,1,1,0.9948689937591553,0.9948689937591553,1,14,69,0
244,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",1,1,0.999805748462677,0.999805748462677,1,27,171,0
245,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1,1,0.9989282488822937,0.9989282488822937,1,25,114,0
246,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,1,1,0.9997701048851013,0.9997701048851013,1,30,167,0
247,"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0,0,0.9988409876823425,0.001159008825197816,1,33,181,0
248,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",1,0,0.9906472563743591,0.009352757595479488,0,22,126,1
249,huston nails both the glad-handing and the choking sense of hollow despair . ,1,1,0.9275004267692566,0.9275004267692566,1,13,77,0
250,one of the more intelligent children 's movies to hit theaters this year . ,1,1,0.9997099041938782,0.9997099041938782,1,14,75,0
251,the film tries too hard to be funny and tries too hard to be hip . ,0,0,0.9990571141242981,0.0009428705670870841,1,16,67,0
252,blanchett 's performance confirms her power once again . ,1,1,0.9997003078460693,0.9997003078460693,1,9,57,0
253,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ",0,0,0.8144195079803467,0.18558047711849213,1,28,127,0
254,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,0,0,0.9988946318626404,0.0011054244823753834,1,19,111,0
255,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,0,0,0.99470055103302,0.005299466196447611,1,21,108,1
256,rarely has so much money delivered so little entertainment . ,0,0,0.998812198638916,0.0011877900687977672,1,10,61,0
257,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0,0,0.9985883831977844,0.0014116052770987153,1,19,106,1
258,`` the time machine '' is a movie that has no interest in itself . ,0,0,0.999447762966156,0.0005522430874407291,1,15,67,1
259,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,1,1,0.9995162487030029,0.9995162487030029,1,25,131,0
260,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0,0,0.9836394190788269,0.01636059768497944,1,25,100,1
261,"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ",1,1,0.9996305704116821,0.9996305704116821,1,21,101,1
262,"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0,0,0.9985301494598389,0.0014698810409754515,1,38,196,0
263,"chilling , well-acted , and finely directed : david jacobson 's dahmer . ",1,1,0.999784529209137,0.999784529209137,1,13,73,0
264,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0,0,0.999180018901825,0.0008199844742193818,1,18,80,1
265,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0,0,0.999004065990448,0.000996010610833764,1,27,122,0
266,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",1,0,0.9538214802742004,0.04617853835225105,0,30,179,1
267,"it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0,0,0.9925274848937988,0.007472474593669176,1,17,91,0
268,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0,0,0.999144434928894,0.000855563092045486,1,24,116,1
269,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",0,0,0.9514780044555664,0.0485219769179821,1,20,126,1
270,dense with characters and contains some thrilling moments . ,1,1,0.999777615070343,0.999777615070343,1,9,60,0
271,as unseemly as its title suggests . ,1,0,0.998054027557373,0.0019459715113043785,0,7,36,0
272,it 's like watching a nightmare made flesh . ,0,0,0.9927856922149658,0.0072142877615988255,1,9,45,0
273,"minority report is exactly what the title indicates , a report . ",1,0,0.9732163548469543,0.026783639565110207,0,12,65,1
274,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0,0,0.6879571676254272,0.31204280257225037,1,40,202,0
275,"an entertaining , colorful , action-filled crime story with an intimate heart . ",1,1,0.9998199343681335,0.9998199343681335,1,13,80,0
276,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ",1,1,0.9984288811683655,0.9984288811683655,1,24,133,0
277,"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ",1,1,0.9997692704200745,0.9997692704200745,1,23,112,0
278,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0,0,0.9985963702201843,0.0014036548091098666,1,15,92,0
279,... with `` the bourne identity '' we return to the more traditional action genre . ,1,1,0.9845988750457764,0.9845988750457764,1,16,84,0
280,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",1,1,0.9958866238594055,0.9958866238594055,1,26,144,1
281,chokes on its own depiction of upper-crust decorum . ,0,0,0.9987725615501404,0.0012274098116904497,1,9,53,0
282,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",1,0,0.9959412813186646,0.004058730322867632,0,29,166,0
283,a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,1,1,0.9997504353523254,0.9997504353523254,1,14,84,0
284,directed in a paint-by-numbers manner . ,0,0,0.9925016164779663,0.007498349528759718,1,6,40,0
285,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,0,0,0.9941045641899109,0.0058954209089279175,1,15,105,0
286,"at its best , queen is campy fun like the vincent price horror classics of the '60s . ",1,1,0.9996005892753601,0.9996005892753601,1,18,86,0
287,"it 's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . ",1,1,0.9996864795684814,0.9996864795684814,1,39,184,0
288,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1,1,0.9996633529663086,0.9996633529663086,1,32,191,0
289,cool ? ,1,1,0.9982025623321533,0.9982025623321533,1,2,7,0
290,"deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises ",1,1,0.9997699856758118,0.9997699856758118,1,16,91,0
291,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ",0,0,0.9912699460983276,0.00873003713786602,1,28,146,1
292,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ,0,0,0.8163145184516907,0.18368548154830933,1,31,170,0
293,"at a time when half the so-called real movies are little more than live-action cartoons , it 's refreshing to see a cartoon that knows what it is , and knows the form 's history . ",1,1,0.9992561936378479,0.9992561936378479,1,36,180,1
294,"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . ",1,1,0.9995274543762207,0.9995274543762207,1,37,194,0
295,jones ... does offer a brutal form of charisma . ,1,1,0.9987775683403015,0.9987775683403015,1,10,49,0
296,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0,0,0.997130811214447,0.002869254443794489,1,29,165,0
297,travels a fascinating arc from hope and euphoria to reality and disillusionment . ,1,1,0.9939656853675842,0.9939656853675842,1,13,82,0
298,serving sara does n't serve up a whole lot of laughs . ,0,0,0.9980279803276062,0.0019719921983778477,1,12,55,1
299,"the sort of film that makes me miss hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",1,1,0.999176561832428,0.999176561832428,1,23,117,1
300,"fun , flip and terribly hip bit of cinematic entertainment . ",1,1,0.99980229139328,0.99980229139328,1,11,61,0
301,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0,0,0.9400395154953003,0.059960514307022095,1,33,218,1
302,the wild thornberrys movie is a jolly surprise . ,1,1,0.9997174143791199,0.9997174143791199,1,9,49,0
303,"entertains by providing good , lively company . ",1,1,0.9997970461845398,0.9997970461845398,1,8,48,0
304,"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's finest work . ",1,1,0.9998038411140442,0.9998038411140442,1,25,146,0
305,what was once original has been co-opted so frequently that it now seems pedestrian . ,0,0,0.9974966645240784,0.0025033107958734035,1,15,86,1
306,the story and structure are well-honed . ,1,1,0.9996479749679565,0.9996479749679565,1,7,41,0
307,"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role . ",1,1,0.9997933506965637,0.9997933506965637,1,20,127,0
308,an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in execution . ,1,1,0.9993129968643188,0.9993129968643188,1,17,117,0
309,the second coming of harry potter is a film far superior to its predecessor . ,1,1,0.999562680721283,0.999562680721283,1,15,78,0
310,"if you can stomach the rough content , it 's worth checking out for the performances alone . ",1,1,0.9994269609451294,0.9994269609451294,1,18,93,0
311,"a warm , funny , engaging film . ",1,1,0.999803364276886,0.999803364276886,1,8,33,0
312,i 'll bet the video game is a lot more fun than the film . ,0,1,0.9862136244773865,0.9862136244773865,0,15,59,0
313,the best film about baseball to hit theaters since field of dreams . ,1,1,0.9997665286064148,0.9997665286064148,1,13,69,0
314,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters . ,1,1,0.9997145533561707,0.9997145533561707,1,20,101,1
315,"complete lack of originality , cleverness or even visible effort ",0,0,0.9995524287223816,0.0004475853929761797,1,10,65,0
316,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ",1,1,0.9996985197067261,0.9996985197067261,1,19,112,1
317,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1,1,0.9997853636741638,0.9997853636741638,1,25,122,1
318,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0,0,0.9990154504776001,0.0009845480090007186,1,21,82,0
319,too much of it feels unfocused and underdeveloped . ,0,0,0.9994544386863708,0.0005455370992422104,1,9,52,0
320,a deep and meaningful film . ,1,1,0.9998125433921814,0.9998125433921814,1,6,29,0
321,but it could have been worse . ,0,0,0.9979246854782104,0.0020752449054270983,1,7,31,1
322,that 's pure pr hype . ,0,0,0.9940694570541382,0.005930560175329447,1,6,23,0
323,a painfully funny ode to bad behavior . ,1,1,0.9926009774208069,0.9926009774208069,1,8,40,0
324,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",1,0,0.9363664388656616,0.06363360583782196,0,30,164,0
325,"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image . ",1,1,0.9993937015533447,0.9993937015533447,1,21,115,0
326,a beguiling splash of pastel colors and prankish comedy from disney . ,1,1,0.9995118379592896,0.9995118379592896,1,12,70,0
327,"it proves quite compelling as an intense , brooding character study . ",1,1,0.9998064637184143,0.9998064637184143,1,12,70,0
328,an unwise amalgam of broadcast news and vibes . ,0,0,0.9980818033218384,0.0019181589595973492,1,9,48,0
329,"utterly lacking in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",0,0,0.9995519518852234,0.00044797747978009284,1,19,107,1
330,and that leaves a hole in the center of the salton sea . ,0,0,0.9983503818511963,0.0016496259486302733,1,13,57,0
331,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,1,1,0.9996503591537476,0.9996503591537476,1,12,85,0
332,broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ,1,1,0.9975984692573547,0.9975984692573547,1,19,112,0
333,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",1,1,0.998506486415863,0.998506486415863,1,21,137,1
334,"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a great adventure . ",1,1,0.9997770190238953,0.9997770190238953,1,46,242,0
335,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ",0,0,0.9965454936027527,0.0034544982481747866,1,25,145,1
336,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ",1,1,0.9997424483299255,0.9997424483299255,1,29,162,0
337,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,0,0,0.9995554089546204,0.0004445288213901222,1,20,110,0
338,"it 's of the quality of a lesser harrison ford movie - six days , seven nights , maybe , or that dreadful sabrina remake . ",0,0,0.9553837776184082,0.04461619257926941,1,26,123,0
339,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,1,1,0.9992361068725586,0.9992361068725586,1,17,101,0
340,"the most hopelessly monotonous film of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",0,0,0.9994066953659058,0.000593265809584409,1,24,136,1
341,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,1,1,0.941281259059906,0.941281259059906,1,23,122,0
342,"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ",0,0,0.9972800016403198,0.0027199476025998592,1,26,134,1
343,no way i can believe this load of junk . ,0,0,0.9985097050666809,0.0014903104165568948,1,10,41,1
344,"there is a fabric of complex ideas here , and feelings that profoundly deepen them . ",1,1,0.9996036887168884,0.9996036887168884,1,16,85,0
345,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",1,1,0.999752938747406,0.999752938747406,1,36,185,1
346,"not only unfunny , but downright repellent . ",0,0,0.9989256262779236,0.0010743675520643592,1,8,45,1
347,"works hard to establish rounded characters , but then has nothing fresh or particularly interesting to say about them . ",0,0,0.9984985589981079,0.0015014451928436756,1,20,120,1
348,just one bad idea after another . ,0,0,0.9993280172348022,0.0006719809607602656,1,7,34,1
349,... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,0,0,0.998977780342102,0.0010222800774499774,1,24,133,0
350,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ",0,0,0.9966339468955994,0.003366114804521203,1,25,144,0
351,"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ",1,1,0.9997023940086365,0.9997023940086365,1,25,134,0
352,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ",1,1,0.9995489716529846,0.9995489716529846,1,15,74,0
353,"for movie lovers as well as opera lovers , tosca is a real treat . ",1,1,0.9997783303260803,0.9997783303260803,1,15,67,0
354,"the film is quiet , threatening and unforgettable . ",1,1,0.9962788224220276,0.9962788224220276,1,9,52,0
355,there is no pleasure in watching a child suffer . ,0,0,0.997005045413971,0.002994996728375554,1,10,50,1
356,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ",0,1,0.8354461789131165,0.8354461789131165,0,26,141,1
357,stealing harvard aspires to comedic grand larceny but stands convicted of nothing more than petty theft of your time . ,0,0,0.9967940449714661,0.003205929882824421,1,20,119,1
358,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . ,1,0,0.9946869611740112,0.005312975961714983,0,32,183,1
359,"displaying about equal amounts of naiveté , passion and talent , beneath clouds establishes sen as a filmmaker of considerable potential . ",1,1,0.999761164188385,0.999761164188385,1,22,139,0
360,` easily my choice for one of the year 's best films . ' ,1,1,0.999576985836029,0.999576985836029,1,14,57,0
361,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",0,0,0.9993558526039124,0.0006441108416765928,1,21,114,0
362,"as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul . ",1,1,0.9994139671325684,0.9994139671325684,1,22,121,0
363,it 's a grab bag of genres that do n't add up to a whole lot of sense . ,0,0,0.9988241791725159,0.001175788464024663,1,19,72,1
364,"instead of hiding pinocchio from critics , miramax should have hidden it from everyone . ",0,0,0.9917425513267517,0.0082573676481843,1,15,89,1
365,"portentous and pretentious , the weight of water is appropriately titled , given the heavy-handedness of it drama . ",0,0,0.9279065132141113,0.07209353148937225,1,19,116,0
366,"altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . ",1,1,0.9993962049484253,0.9993962049484253,1,24,135,0
367,there has always been something likable about the marquis de sade . ,1,1,0.9997000694274902,0.9997000694274902,1,12,68,0
368,"the humor is forced and heavy-handed , and occasionally simply unpleasant . ",0,0,0.9987708926200867,0.0012290693121030927,1,12,76,0
369,"without ever becoming didactic , director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality . ",1,1,0.9995961785316467,0.9995961785316467,1,20,150,1
370,"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show . ",0,0,0.9991349577903748,0.000865067180711776,1,25,148,0
371,"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . ",1,1,0.9995465874671936,0.9995465874671936,1,22,116,0
372,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system . ",1,1,0.9995704293251038,0.9995704293251038,1,37,206,0
373,not since freddy got fingered has a major release been so painful to sit through . ,0,0,0.9988754391670227,0.0011244991328567266,1,16,83,1
374,"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ",0,0,0.9989349246025085,0.0010650986805558205,1,24,114,1
375,we have n't seen such hilarity since say it is n't so ! ,1,1,0.9732434153556824,0.9732434153556824,1,13,56,1
376,to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be . ,0,0,0.9981651902198792,0.0018348012818023562,1,23,126,0
377,nothing is sacred in this gut-buster . ,0,0,0.8845524191856384,0.1154475286602974,1,7,39,1
378,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",0,0,0.999123752117157,0.0008762283832766116,1,32,185,0
379,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0,0,0.9985596537590027,0.0014403131790459156,1,17,85,1
380,"at its worst , it implodes in a series of very bad special effects . ",0,0,0.9996324777603149,0.000367503147572279,1,15,69,0
381,"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ",1,1,0.9997653365135193,0.9997653365135193,1,26,152,0
382,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,0,0,0.8867229223251343,0.1132771298289299,1,15,82,1
383,"a warm but realistic meditation on friendship , family and affection . ",1,1,0.9997549653053284,0.9997549653053284,1,12,71,1
384,"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",0,0,0.9988453388214111,0.0011546567548066378,1,40,205,1
385,"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ",0,0,0.9727444648742676,0.027255481109023094,1,32,164,0
386,it 's a remarkably solid and subtly satirical tour de force . ,1,1,0.9998158812522888,0.9998158812522888,1,12,62,0
387,director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,1,1,0.99977046251297,0.99977046251297,1,14,84,0
388,when leguizamo finally plugged an irritating character late in the movie . ,0,0,0.9963746666908264,0.0036253626458346844,1,12,75,0
389,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ",1,1,0.9985435009002686,0.9985435009002686,1,14,85,0
390,"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . ",0,0,0.9994027614593506,0.0005972764920443296,1,14,93,0
391,... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0,0,0.9990066885948181,0.000993362977169454,1,23,143,1
392,"an overemphatic , would-be wacky , ultimately tedious sex farce . ",0,0,0.9991958737373352,0.0008041683468036354,1,11,66,0
393,it all adds up to good fun . ,1,1,0.9998007416725159,0.9998007416725159,1,8,29,0
394,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . ",1,1,0.9964866638183594,0.9964866638183594,1,41,199,1
395,another in-your-face wallow in the lower depths made by people who have never sung those blues . ,0,0,0.9760838150978088,0.02391619235277176,1,17,97,1
396,"a very well-made , funny and entertaining picture . ",1,1,0.9998117089271545,0.9998117089271545,1,9,52,0
397,"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children . ",1,1,0.9997568726539612,0.9997568726539612,1,24,111,0
398,"despite its title , punch-drunk love is never heavy-handed . ",1,1,0.9968956708908081,0.9968956708908081,1,10,61,1
399,"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . ",0,1,0.9965415596961975,0.9965415596961975,0,18,110,1
400,it 's refreshing to see a girl-power movie that does n't feel it has to prove anything . ,1,1,0.9996603727340698,0.9996603727340698,1,18,89,1
401,"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine ",1,1,0.9948083758354187,0.9948083758354187,1,28,159,1
402,"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . ",0,0,0.997892439365387,0.002107589039951563,1,24,128,1
403,as vulgar as it is banal . ,0,0,0.9992913007736206,0.0007086755358614028,1,7,27,0
404,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,1,1,0.9997047781944275,0.9997047781944275,1,17,107,1
405,"outer-space buffs might love this film , but others will find its pleasures intermittent . ",0,0,0.8780639171600342,0.12193613499403,1,15,91,1
406,"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy . ",1,1,0.9993320107460022,0.9993320107460022,1,32,174,1
407,more whiny downer than corruscating commentary . ,0,0,0.9952591061592102,0.0047408645041286945,1,7,49,0
408,"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0,0,0.9988234639167786,0.0011764639057219028,1,27,137,0
409,"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0,0,0.999607503414154,0.00039249591645784676,1,18,118,1
410,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . ,1,1,0.9990262985229492,0.9990262985229492,1,27,180,0
